ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00008021,PR-00004547,"KU Milperra Preschool","KU Children's Services","Centre-Based Care","12 Amiens Avenue",MILPERRA,NSW,2214,0297722827,0297922059,,25,01/09/2007,"Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2019",,"May 2025",No,No,Yes,No,No,No,No,08:15,16:15,08:15,16:15,08:15,16:15,08:15,16:15,08:15,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008022,PR-00004547,"KU - Mosman Community Pre-school","KU Children's Services","Centre-Based Care","38A Belmont Road",MOSMAN,NSW,2088,0299693070,0299605624,,40,08/08/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Feb 2017",,"December 2024",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008023,PR-00004547,"KU Moss Vale Children's Centre","KU Children's Services","Centre-Based Care","Mann Crescent","MOSS VALE",NSW,2577,0248683393,0248683053,,52,07/10/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2025","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Apr 2019",,"June 2025",Yes,No,No,No,No,No,No,07:15,17:45,07:15,17:45,07:15,17:45,07:15,17:45,07:15,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008024,PR-00004547,"KU - Newport Preschool","KU Children's Services","Centre-Based Care","131 Queens Parade East","NEWPORT BEACH",NSW,2106,0299994606,0299794961,,40,31/10/2008,"Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","May 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2019",,"March 2025",No,No,Yes,No,No,No,No,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008025,PR-00004547,"KU - North Ryde Preschool","KU Children's Services","Centre-Based Care","147-151 Coxs Road","NORTH RYDE",NSW,2113,"02 9878 0254","02 9878 8105",,40,02/03/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2019","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2014",,"November 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008026,PR-00004547,"KU - Osborne Park Preschool","KU Children's Services","Centre-Based Care","2 Osborne Place","LANE COVE",NSW,2066,0294275653,0294279608,,60,01/09/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2019",,"February 2025",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008027,PR-00004547,"KU Ourimbah Preschool and Children's Centre","KU Children's Services","Centre-Based Care","KU Ourimbah Preschool and Children's Centre, South Loop Road",OURIMBAH,NSW,2258,"02 4362 2933","02 4362 3566",,59,02/02/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Feb 2020","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2012",,"July 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008028,PR-00004547,"KU - Padstow Preschool","KU Children's Services","Centre-Based Care","133 Davies Road",PADSTOW,NSW,2211,0297724086,0297923116,,40,24/06/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2018",,"September 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008029,PR-00004547,"KU Peninsula Preschool","KU Children's Services","Centre-Based Care","60 Pershing Place","TANILBA BAY",NSW,2319,"02 4982 3398","02 4982 4561",,34,31/01/2009,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2019",,"September 2025",No,No,Yes,No,No,No,No,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008030,PR-00004547,"KU - Penrith Preschool","KU Children's Services","Centre-Based Care","27 Bringelly Road",KINGSWOOD,NSW,2747,0247365777,0247365888,,40,07/12/2006,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2025","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2020",,"September 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008031,PR-00004547,"KU - Peter Pan La Perouse Preschool","KU Children's Services","Centre-Based Care","30 Canara Avenue","LA PEROUSE",NSW,2036,0296615832,0296615835,,40,09/06/2009,"Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Jun 2021","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2016",,"February 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008032,PR-00004547,"KU - Peter Pan Paddington Pre-School","KU Children's Services","Centre-Based Care","2 Union Street",PADDINGTON,NSW,2021,0293318411,0293318426,,40,08/12/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2017",,"September 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008033,PR-00004547,"KU Petersham Preschool","KU Children's Services","Centre-Based Care","92A Brighton Street",PETERSHAM,NSW,2049,0295694973,0295645842,,40,30/08/2007,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2023","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2017",,"August 2024",Yes,No,No,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008034,PR-00004547,"KU Phillip Park Children's Centre","KU Children's Services","Centre-Based Care","2-10 Yurong Parkway",SYDNEY,NSW,2011,0293809099,0293809199,,52,10/10/2006,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2021","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2016",,"December 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008035,PR-00004547,"KU - Phoenix Preschool","KU Children's Services","Centre-Based Care","36 Evans Street",BALMAIN,NSW,2041,0298102419,0298109443,,35,01/10/2007,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2021","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2016",,"May 2025",No,No,Yes,No,No,No,No,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008036,PR-00004547,"KU Playford Park Children's Centre","KU Children's Services","Centre-Based Care","9B Cahors Road",PADSTOW,NSW,2211,"02 9771 9555",0297719418,,46,11/09/2006,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2019",,"May 2025",Yes,No,No,No,No,No,No,07:00,17:45,07:00,17:45,07:00,17:45,07:00,17:45,07:00,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008037,PR-00004547,"KU Queanbeyan South Early Learning Centre","KU Children's Services","Centre-Based Care","50 Alanbar Street",KARABAR,NSW,2620,0261289000,0262994924,,48,04/04/2011,"Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2023","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2018",,"May 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008038,PR-00004547,"KU - Randwick-Coogee Preschool","KU Children's Services","Centre-Based Care","17 Frances Street",RANDWICK,NSW,2031,"02 9398 3982",0293264320,,60,31/12/2008,"Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Dec 2019","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Jul 2015",,"December 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008040,PR-00004547,"KU - Rushcutters Bay Preschool","KU Children's Services","Centre-Based Care","7A Waratah Street","RUSHCUTTERS BAY",NSW,2011,"02 9358 5428",0293584418,,50,19/10/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2017",,"May 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008041,PR-00004547,"KU Rydalmere Preschool","KU Children's Services","Centre-Based Care","89-91 Park Road",RYDALMERE,NSW,2116,"02 9638 5075","02 9638 2029",,25,02/12/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2019",,"August 2025",Yes,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,Yes
SE-00008043,PR-00004547,"KU - Shalvey Preschool","KU Children's Services","Centre-Based Care","Corner Sidwell Avenue & Hopman Crescent",SHALVEY,NSW,2770,0296285583,0296286108,,40,06/05/2009,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2024","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2020",,"August 2024",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008044,PR-00004547,"KU - South Turramurra Preschool","KU Children's Services","Centre-Based Care","10A Auluba Road",TURRAMURRA,NSW,2074,0291444172,0294400308,,35,31/10/2006,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2021","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2016",,"October 2024",No,No,Yes,No,No,No,No,08:15,15:45,08:15,15:45,08:15,15:45,08:15,15:45,08:15,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008045,PR-00004547,"KU Kogarah Children's Centre","KU Children's Services","Centre-Based Care","Premier Street",KOGARAH,NSW,2217,0291216141,0299521092,,75,14/09/2006,"Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Dec 2019",,"June 2025",Yes,No,No,No,No,No,No,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008046,PR-00004547,"KU - St Ives Barra-Brui Pre-school","KU Children's Services","Centre-Based Care","2A Burraneer Avenue","ST IVES",NSW,2075,0294493110,0294493110,,40,13/09/2008,"Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Aug 2021","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2016",,"March 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008047,PR-00004547,"KU - Starting Points","KU Children's Services","Centre-Based Care","Briar Cottage Kindergarten, 14 Waterhouse Place",AIRDS,NSW,2560,0246200091,0292647341,,26,22/10/2007,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2017",,"December 2025",Yes,No,No,No,No,No,No,,,09:00,13:00,09:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008048,PR-00004547,"KU Sunbeam Preschool","KU Children's Services","Centre-Based Care","8 Lyne Street",ALEXANDRIA,NSW,2015,0296981649,0296984274,,37,20/01/2009,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2021","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2016",,"July 2025",Yes,No,No,No,No,No,No,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008049,PR-00004547,"KU Sutherland Preschool","KU Children's Services","Centre-Based Care","677 Princes Highway",SUTHERLAND,NSW,2232,0295211975,0295214051,,40,21/04/2008,"Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2019",,"October 2025",Yes,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008050,PR-00004547,"KU - The Chase Preschool","KU Children's Services","Centre-Based Care","Community Hall, 6-8 Babbage Road","ROSEVILLE CHASE",NSW,2069,0294173041,0294173041,,40,30/01/2009,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2017",,"July 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008052,PR-00004547,"KU Ultimo Children's Centre","KU Children's Services","Centre-Based Care","249 Bulwara Road",ULTIMO,NSW,2007,0296602202,0296602619,,65,24/07/2009,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jan 2020","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2015",,"July 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008053,PR-00004547,"KU Village Green Children's Centre","KU Children's Services","Centre-Based Care","109 Bella Vista Drive","BELLA VISTA",NSW,2153,0288506775,0288507633,,47,10/05/2007,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Dec 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2018",,"October 2024",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008054,PR-00004547,"KU - Wahroonga Preschool","KU Children's Services","Centre-Based Care","23 Millewa Avenue",WAHROONGA,NSW,2076,0294894174,0294875381,,40,04/11/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Jul 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Feb 2017",,"May 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008056,PR-00004547,"KU - Wentworthville Preschool","KU Children's Services","Centre-Based Care","26 Water Street",WENTWORTHVILLE,NSW,2145,0296368461,0297690017,,25,18/08/2009,"Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Apr 2024","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2018",,"August 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00008058,PR-00004547,"KU - West Pymble Preschool","KU Children's Services","Centre-Based Care","30 Lofberg Street",PYMBLE,NSW,2073,0294987285,0294184680,,50,31/10/2007,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2017",,"September 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00016569,PR-00003686,"East Lismore Community Preschool","East Lismore Community Pre-School Inc","Centre-Based Care","Wyrallah Road Public School, 152 Nielson St","EAST LISMORE",NSW,2480,0429107762,,"The approved provider must ensure that the service approval for temporary relocation is surrendered on 31 December 2026 or prior to this date if it is no longer required. This service approval is granted for the purpose of a temporary relocation to the premises located at Wyrallah Road Public School, 152 Nielson, St EAST LISMORE NSW 2480. The approval remains in force until and will expire on 31 December 2026. The approved provider may not provide an education and care service from the premises after 31 December 2026 without prior written approval from the Regulatory Authority The approved provider must provide evidence demonstrating that they hold the prescribed insurance in respect of the education and care service premises in accordance with Regulation 29 as soon as it becomes available. The approved provider must notify the Regulatory Authority before recommencing education and care at the service’s original location situated at 24 Colleen Place LISMORE NSW 2480.",50,15/03/2022,"Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2025",,,,,,,,,,,"March 2025",No,No,Yes,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
